LANGUAGE_NAME,VALUE,SOURCE_NAME,ID,LANGUAGE_ID,FEATURE_ID,SOURCE
Abkhaz,m in second person singular,Hewitt 1979,http://wals.info/valuesets/137B-abk,http://wals.info/languoid/lect/wals_code_abk,http://wals.info/feature/137B,http://wals.info/refdb/record/Hewitt-1979
Acehnese,No m in second person singular,Durie 1985,http://wals.info/valuesets/137B-ace,http://wals.info/languoid/lect/wals_code_ace,http://wals.info/feature/137B,http://wals.info/refdb/record/Durie-1985
Acoma,No m in second person singular,Miller 1965,http://wals.info/valuesets/137B-aco,http://wals.info/languoid/lect/wals_code_aco,http://wals.info/feature/137B,http://wals.info/refdb/record/Miller-1965
Ainu,No m in second person singular,Shibatani 1990,http://wals.info/valuesets/137B-ain,http://wals.info/languoid/lect/wals_code_ain,http://wals.info/feature/137B,http://wals.info/refdb/record/Shibatani-1990
Alamblak,No m in second person singular,Bruce 1984,http://wals.info/valuesets/137B-ala,http://wals.info/languoid/lect/wals_code_ala,http://wals.info/feature/137B,http://wals.info/refdb/record/Bruce-1984
Amele,No m in second person singular,Roberts 1987,http://wals.info/valuesets/137B-ame,http://wals.info/languoid/lect/wals_code_ame,http://wals.info/feature/137B,http://wals.info/refdb/record/Roberts-1987
Amharic,No m in second person singular,Hartmann 1980,http://wals.info/valuesets/137B-amh,http://wals.info/languoid/lect/wals_code_amh,http://wals.info/feature/137B,http://wals.info/refdb/record/Hartmann-1980
Anêm,No m in second person singular,Thurston 1982,http://wals.info/valuesets/137B-ane,http://wals.info/languoid/lect/wals_code_ane,http://wals.info/feature/137B,http://wals.info/refdb/record/Thurston-1982
Apurinã,m in second person singular,Facundes 2000,http://wals.info/valuesets/137B-apu,http://wals.info/languoid/lect/wals_code_apu,http://wals.info/feature/137B,http://wals.info/refdb/record/Facundes-2000
Arabic (Egyptian),No m in second person singular,Mitchell 1956,http://wals.info/valuesets/137B-aeg,http://wals.info/languoid/lect/wals_code_aeg,http://wals.info/feature/137B,http://wals.info/refdb/record/Mitchell-1956
Arapesh (Mountain),No m in second person singular,Conrad and Wogiga 1991,http://wals.info/valuesets/137B-arp,http://wals.info/languoid/lect/wals_code_arp,http://wals.info/feature/137B,http://wals.info/refdb/record/Conrad-and-Wogiga-1991
Arrernte (Mparntwe),No m in second person singular,Wilkins 1989,http://wals.info/valuesets/137B-amp,http://wals.info/languoid/lect/wals_code_amp,http://wals.info/feature/137B,http://wals.info/refdb/record/Wilkins-1989
Asmat,m in second person singular,Voorhoeve 1965,http://wals.info/valuesets/137B-asm,http://wals.info/languoid/lect/wals_code_asm,http://wals.info/feature/137B,http://wals.info/refdb/record/Voorhoeve-1965
Atakapa,No m in second person singular,Swanton 1929,http://wals.info/valuesets/137B-atk,http://wals.info/languoid/lect/wals_code_atk,http://wals.info/feature/137B,http://wals.info/refdb/record/Swanton-1929
Awa Pit,No m in second person singular,Curnow 1997[85],http://wals.info/valuesets/137B-awp,http://wals.info/languoid/lect/wals_code_awp,http://wals.info/feature/137B,http://wals.info/refdb/record/Curnow-1997[85]
Awtuw,No m in second person singular,Feldman 1986,http://wals.info/valuesets/137B-awt,http://wals.info/languoid/lect/wals_code_awt,http://wals.info/feature/137B,http://wals.info/refdb/record/Feldman-1986
Ayiwo,m in second person singular,Wurm 1981,http://wals.info/valuesets/137B-ayw,http://wals.info/languoid/lect/wals_code_ayw,http://wals.info/feature/137B,http://wals.info/refdb/record/Wurm-1981
Bagirmi,No m in second person singular,Stevenson 1969,http://wals.info/valuesets/137B-bag,http://wals.info/languoid/lect/wals_code_bag,http://wals.info/feature/137B,http://wals.info/refdb/record/Stevenson-1969
Barasano,m in second person singular,Smith 1973,http://wals.info/valuesets/137B-brs,http://wals.info/languoid/lect/wals_code_brs,http://wals.info/feature/137B,http://wals.info/refdb/record/Smith-1973
Basque,No m in second person singular,King 1993b,http://wals.info/valuesets/137B-bsq,http://wals.info/languoid/lect/wals_code_bsq,http://wals.info/feature/137B,http://wals.info/refdb/record/King-1993b
Beja,No m in second person singular,Hudson 1974,http://wals.info/valuesets/137B-bej,http://wals.info/languoid/lect/wals_code_bej,http://wals.info/feature/137B,http://wals.info/refdb/record/Hudson-1974
Belhare,No m in second person singular,,http://wals.info/valuesets/137B-bel,http://wals.info/languoid/lect/wals_code_bel,http://wals.info/feature/137B,
Berber (Middle Atlas),m in second person singular,Penchoen 1973b,http://wals.info/valuesets/137B-bma,http://wals.info/languoid/lect/wals_code_bma,http://wals.info/feature/137B,http://wals.info/refdb/record/Penchoen-1973b
Berik,m in second person singular,Thimbwat et al. 1979,http://wals.info/valuesets/137B-brk,http://wals.info/languoid/lect/wals_code_brk,http://wals.info/feature/137B,http://wals.info/refdb/record/Thimbwat-et-al-1979
Bororo,No m in second person singular,"Crowell 1979[203, 206]",http://wals.info/valuesets/137B-brr,http://wals.info/languoid/lect/wals_code_brr,http://wals.info/feature/137B,"http://wals.info/refdb/record/Crowell-1979[203, 206]"
Burmese,No m in second person singular,Okell 1969,http://wals.info/valuesets/137B-brm,http://wals.info/languoid/lect/wals_code_brm,http://wals.info/feature/137B,http://wals.info/refdb/record/Okell-1969
Burushaski,m in second person singular,Berger 1998,http://wals.info/valuesets/137B-bur,http://wals.info/languoid/lect/wals_code_bur,http://wals.info/feature/137B,http://wals.info/refdb/record/Berger-1998
Campa (Axininca),m in second person singular,Payne 1981,http://wals.info/valuesets/137B-cax,http://wals.info/languoid/lect/wals_code_cax,http://wals.info/feature/137B,http://wals.info/refdb/record/Payne-1981
Canela-Krahô,No m in second person singular,Popjes and Popjes 1986,http://wals.info/valuesets/137B-ckr,http://wals.info/languoid/lect/wals_code_ckr,http://wals.info/feature/137B,http://wals.info/refdb/record/Popjes-and-Popjes-1986
Cashinahua,m in second person singular,Cromack 1968,http://wals.info/valuesets/137B-csh,http://wals.info/languoid/lect/wals_code_csh,http://wals.info/feature/137B,http://wals.info/refdb/record/Cromack-1968
Cayuvava,No m in second person singular,Key 1967,http://wals.info/valuesets/137B-cyv,http://wals.info/languoid/lect/wals_code_cyv,http://wals.info/feature/137B,http://wals.info/refdb/record/Key-1967
Chamorro,m in second person singular,Topping 1973,http://wals.info/valuesets/137B-cha,http://wals.info/languoid/lect/wals_code_cha,http://wals.info/feature/137B,http://wals.info/refdb/record/Topping-1973
Chichimeca-Jonaz,No m in second person singular,Lastra de Suárez 1984,http://wals.info/valuesets/137B-cjo,http://wals.info/languoid/lect/wals_code_cjo,http://wals.info/feature/137B,http://wals.info/refdb/record/Lastra-de-Suarez-1984
Chimariko,m in second person singular,Dixon 1910,http://wals.info/valuesets/137B-chi,http://wals.info/languoid/lect/wals_code_chi,http://wals.info/feature/137B,http://wals.info/refdb/record/Dixon-1910
Chinook (Upper),m in second person singular,Dyk 1933,http://wals.info/valuesets/137B-cku,http://wals.info/languoid/lect/wals_code_cku,http://wals.info/feature/137B,http://wals.info/refdb/record/Dyk-1933
Chitimacha,No m in second person singular,Swadesh 1946b,http://wals.info/valuesets/137B-ctm,http://wals.info/languoid/lect/wals_code_ctm,http://wals.info/feature/137B,http://wals.info/refdb/record/Swadesh-1946b
Chontal (Highland),m in second person singular,Turner and Turner 1971,http://wals.info/valuesets/137B-cho,http://wals.info/languoid/lect/wals_code_cho,http://wals.info/feature/137B,http://wals.info/refdb/record/Turner-and-Turner-1971
Chukchi,No m in second person singular,Dunn 1999,http://wals.info/valuesets/137B-chk,http://wals.info/languoid/lect/wals_code_chk,http://wals.info/feature/137B,http://wals.info/refdb/record/Dunn-1999
Chumash (Ineseño),m in second person singular,Applegate 1972,http://wals.info/valuesets/137B-cin,http://wals.info/languoid/lect/wals_code_cin,http://wals.info/feature/137B,http://wals.info/refdb/record/Applegate-1972
Chuvash,No m in second person singular,Andreev 1966[51ff.],http://wals.info/valuesets/137B-chv,http://wals.info/languoid/lect/wals_code_chv,http://wals.info/feature/137B,http://wals.info/refdb/record/Andreev-1966[51ff.]
Coos (Hanis),No m in second person singular,Frachtenberg 1922a,http://wals.info/valuesets/137B-coo,http://wals.info/languoid/lect/wals_code_coo,http://wals.info/feature/137B,http://wals.info/refdb/record/Frachtenberg-1922a
Cree (Plains),No m in second person singular,Wolfart 1973,http://wals.info/valuesets/137B-cre,http://wals.info/languoid/lect/wals_code_cre,http://wals.info/feature/137B,http://wals.info/refdb/record/Wolfart-1973
Daga,No m in second person singular,Murane 1974,http://wals.info/valuesets/137B-dag,http://wals.info/languoid/lect/wals_code_dag,http://wals.info/feature/137B,http://wals.info/refdb/record/Murane-1974
Dani (Lower Grand Valley),No m in second person singular,Bromley 1981,http://wals.info/valuesets/137B-dni,http://wals.info/languoid/lect/wals_code_dni,http://wals.info/feature/137B,http://wals.info/refdb/record/Bromley-1981
Diyari,No m in second person singular,Austin 1981,http://wals.info/valuesets/137B-diy,http://wals.info/languoid/lect/wals_code_diy,http://wals.info/feature/137B,http://wals.info/refdb/record/Austin-1981
Dizi,No m in second person singular,Allan 1976b,http://wals.info/valuesets/137B-diz,http://wals.info/languoid/lect/wals_code_diz,http://wals.info/feature/137B,http://wals.info/refdb/record/Allan-1976b
Djapu,No m in second person singular,Morphy 1983[51ff.],http://wals.info/valuesets/137B-djp,http://wals.info/languoid/lect/wals_code_djp,http://wals.info/feature/137B,http://wals.info/refdb/record/Morphy-1983[51ff.]
