LANGUAGE_NAME,VALUE,SOURCE_NAME,ID,LANGUAGE_ID,FEATURE_ID,SOURCE
Aari,None,Hayward 1990a[ 471-476],http://wals.info/valuesets/143E-aar,http://wals.info/languoid/lect/wals_code_aar,http://wals.info/feature/143E,http://wals.info/refdb/record/Hayward-1990a[ 471-476]
Abau,None,Bailey 1975[ passim],http://wals.info/valuesets/143E-aba,http://wals.info/languoid/lect/wals_code_aba,http://wals.info/feature/143E,http://wals.info/refdb/record/Bailey-1975[ passim]
Abipón,NegV,Najlis 1966[ passim],http://wals.info/valuesets/143E-abi,http://wals.info/languoid/lect/wals_code_abi,http://wals.info/feature/143E,http://wals.info/refdb/record/Najlis-1966[ passim]
Abkhaz,[Neg-V],Hewitt 1979[ 70],http://wals.info/valuesets/143E-abk,http://wals.info/languoid/lect/wals_code_abk,http://wals.info/feature/143E,http://wals.info/refdb/record/Hewitt-1979[ 70]
Abui,None,Kratochvil 2007[ 277],http://wals.info/valuesets/143E-abv,http://wals.info/languoid/lect/wals_code_abv,http://wals.info/feature/143E,http://wals.info/refdb/record/Kratochvil-2007[ 277]
Abun,NegV,Berry 1995b[ 82],http://wals.info/valuesets/143E-abu,http://wals.info/languoid/lect/wals_code_abu,http://wals.info/feature/143E,http://wals.info/refdb/record/Berry-1995b[ 82]
Acehnese,NegV,Durie 1985[ passim],http://wals.info/valuesets/143E-ace,http://wals.info/languoid/lect/wals_code_ace,http://wals.info/feature/143E,http://wals.info/refdb/record/Durie-1985[ passim]
Achagua,NegV,Wilson and Levinsohn 1992[ 131],http://wals.info/valuesets/143E-acg,http://wals.info/languoid/lect/wals_code_acg,http://wals.info/feature/143E,http://wals.info/refdb/record/Wilson-and-Levinsohn-1992[ 131]
Acholi,NegV,"Crazzolara 1955[ 57, 148]",http://wals.info/valuesets/143E-acl,http://wals.info/languoid/lect/wals_code_acl,http://wals.info/feature/143E,"http://wals.info/refdb/record/Crazzolara-1955[ 57, 148]"
Achuar,None,"Fast and Fast 1981[ 23, 68]",http://wals.info/valuesets/143E-acu,http://wals.info/languoid/lect/wals_code_acu,http://wals.info/feature/143E,"http://wals.info/refdb/record/Fast-and-Fast-1981[ 23, 68]"
Achumawi,NegV,de Angulo and Freeland 1931[ 115],http://wals.info/valuesets/143E-acm,http://wals.info/languoid/lect/wals_code_acm,http://wals.info/feature/143E,http://wals.info/refdb/record/de-Angulo-and-Freeland-1931[ 115]
Acoma,NegV,"Miller 1965[ 179, 182];Maring 1967[ 58, 62, passim]",http://wals.info/valuesets/143E-aco,http://wals.info/languoid/lect/wals_code_aco,http://wals.info/feature/143E,"http://wals.info/refdb/record/Miller-1965[ 179, 182];http://wals.info/refdb/record/Maring-1967[ 58, 62, passim]"
